SK_ID_CURR,DAYS_BIRTH,CODE_GENDER,DAYS_EMPLOYED,NAME_FAMILY_STATUS_Married,FLAG_OWN_CAR,NAME_EDUCATION_TYPE_Highereducation,AMT_GOODS_PRICE,AMT_CREDIT,PAYMENT_RATE,AMT_ANNUITY,EXT_SOURCE_2,EXT_SOURCE_3,INCOME_PER_PERSON,CNT_FAM_MEMBERS,AMT_INCOME_TOTAL
101079,-20213,0,-503,0,1,0,472500.0,547344.0,0.048342541436464,26460.0,0.33683552080635,0.3217352821966848,135000.0,1.0,135000.0
101092,-12184,0,-2739,1,0,1,900000.0,1024740.0,0.0482346741612506,49428.0,0.4309453869519295,0.4101025731788671,20250.0,4.0,81000.0
101118,-16681,0,-2603,1,0,0,450000.0,651960.0,0.0422349530646051,27535.5,0.5422637669150823,0.633031641417419,78750.0,2.0,157500.0
101125,-14116,1,-1334,1,1,1,900000.0,1024740.0,0.0511856666081152,52452.0,0.4762987996249837,0.3490552510751822,75000.0,3.0,225000.0
101126,-14463,0,-2812,1,0,0,360000.0,431280.0,0.0513564273789649,22149.0,0.6597400615388779,0.6817058776720116,33000.0,3.0,99000.0
101136,-8885,0,-1392,0,1,0,90000.0,104256.0,0.1089433701657458,11358.0,0.1048850600448158,,94500.0,1.0,94500.0
101186,-16035,0,-1529,1,1,1,270000.0,305640.0,0.1081124852767962,33043.5,0.571635826695548,0.6940926425266661,78750.0,2.0,157500.0
101190,-15928,0,-1982,1,1,0,252000.0,252000.0,0.0445535714285714,11227.5,0.4448799639131193,0.3842068130556564,45000.0,3.0,135000.0
101193,-9540,1,-206,1,0,0,315000.0,364896.0,0.0615257498026835,22450.5,0.6015656151748854,,31500.0,3.0,94500.0
101194,-12487,0,-3781,1,1,0,225000.0,343800.0,0.0345287958115183,11871.0,0.189677159012256,0.5406544504453575,16875.0,4.0,67500.0
101198,-12083,1,-1644,0,0,0,405000.0,405000.0,0.0920333333333333,37273.5,0.6252070094646313,0.2366108235287817,67500.0,2.0,135000.0
101200,-15593,0,-8540,0,0,0,270000.0,270000.0,0.0639,17253.0,0.7179512737440328,0.3506958432829587,292500.0,1.0,292500.0
101204,-15784,1,-2696,1,1,0,495000.0,622413.0,0.0483175961941668,30073.5,0.7178627028002169,0.7503751495159068,60000.0,3.0,180000.0
101213,-11519,0,-2674,1,0,1,225000.0,272520.0,0.0616578599735799,16803.0,0.5649942608905311,0.3016248916841194,30000.0,3.0,90000.0
101268,-16662,1,-1417,1,0,0,292500.0,292500.0,0.1191230769230769,34843.5,0.371655650385435,0.4938628816996244,78750.0,2.0,157500.0
101271,-16945,0,-10134,1,0,0,450000.0,509400.0,0.0558392226148409,28444.5,0.1368268642948388,0.4561097392782771,67500.0,2.0,135000.0
101297,-14931,0,-443,0,0,1,225000.0,225000.0,0.09948,22383.0,0.4505357261709305,0.7394117535524816,101250.0,2.0,202500.0
101301,-18390,1,-219,1,0,1,360000.0,407520.0,0.0639023851590106,26041.5,0.7218096747873972,0.5316861425197883,67500.0,3.0,202500.0
101308,-12073,0,-360,0,0,1,450000.0,500490.0,0.1189354432655997,59526.0,0.7045064166006577,0.3328505641648731,270000.0,2.0,540000.0
101327,-12479,1,-2582,1,1,0,675000.0,848745.0,0.051211494618525,43465.5,0.1426701643643623,0.2314393514998941,56250.0,4.0,225000.0
101329,-12875,0,-1904,0,0,0,81000.0,93829.5,0.1063737950218215,9981.0,0.5718446463635923,0.5867400085415683,56250.0,2.0,112500.0
101337,-17462,0,-922,1,0,1,900000.0,1024740.0,0.0543737923766028,55719.0,0.4233633858452441,0.6212263380626669,78750.0,2.0,157500.0
101343,-16199,0,-7741,1,0,0,378000.0,505233.0,0.0426278568502057,21537.0,0.5256518837269177,0.6109913280868294,60000.0,3.0,180000.0
101354,-11049,0,-868,1,0,0,207000.0,256185.0,0.0922185139645178,23625.0,0.4250458833934941,0.511891801533151,16875.0,4.0,67500.0
101355,-18694,1,-1737,1,1,0,1035000.0,1157958.0,0.04247951998259,49189.5,0.1147600730519566,0.2009260877159709,112500.0,2.0,225000.0
101362,-10317,0,-2481,1,0,0,450000.0,450000.0,0.03226,14517.0,0.5511942707630505,0.3474182272002641,45000.0,2.0,90000.0
101365,-19644,0,-5639,0,0,0,450000.0,525735.0,0.0698450740392022,36720.0,0.698811989203456,,112500.0,2.0,225000.0
101366,-18836,0,-1714,0,0,0,450000.0,598500.0,0.0324736842105263,19435.5,0.3716301173096265,,112500.0,1.0,112500.0
101368,-14468,1,-3525,1,1,1,675000.0,675000.0,0.0792,53460.0,0.7094306306926429,0.622922000268356,112500.0,4.0,450000.0
101374,-8661,1,-1509,0,0,0,675000.0,790830.0,0.0669910094457721,52978.5,0.3631934949076992,0.434733248750173,180000.0,1.0,180000.0
101380,-18239,0,-3527,1,1,1,495000.0,495000.0,0.0561,27769.5,0.4795779954058346,0.8038850611746273,81000.0,2.0,162000.0
101401,-16905,1,-651,1,1,0,900000.0,1024740.0,0.0543737923766028,55719.0,0.2540009381836865,,78750.0,2.0,157500.0
101412,-11543,0,-1934,1,0,1,180000.0,199008.0,0.0989055716353111,19683.0,0.1843775209352848,0.6127042441012546,40500.0,2.0,81000.0
101426,-19386,1,-3595,0,1,0,360000.0,360000.0,0.079,28440.0,0.660681937825239,0.6263042766749393,78750.0,2.0,157500.0
101427,-8413,0,-1060,0,0,0,472500.0,472500.0,0.0792857142857142,37462.5,0.0209316062417423,0.1342654235549427,225000.0,1.0,225000.0
101434,-18584,0,-2127,1,0,0,450000.0,550980.0,0.0560764456060111,30897.0,0.7189642067363002,0.5513812618027899,45000.0,2.0,90000.0
101440,-12360,0,-688,1,0,0,450000.0,550980.0,0.0792388108461287,43659.0,0.5913549929618737,,45000.0,2.0,90000.0
101448,-16647,0,-3646,1,0,0,166500.0,206059.5,0.086458037605643,17815.5,0.5936886166221982,,56250.0,2.0,112500.0
101449,-19489,0,-2606,0,0,0,225000.0,225000.0,0.079,17775.0,0.6597596968763494,0.2764406945454034,157500.0,1.0,157500.0
101497,-19023,0,-3203,0,1,0,720000.0,929088.0,0.0402878952262864,37431.0,0.4736867130526337,0.4812493411434029,247500.0,1.0,247500.0
101504,-19673,0,-349,1,0,0,1800000.0,2013840.0,0.0311047550947443,62640.0,0.4872394538314295,0.1419915427739129,135000.0,2.0,270000.0
101548,-11603,0,-2929,1,0,1,360000.0,407520.0,0.0727694346289752,29655.0,0.7310566535195546,0.3723336657058204,25875.0,4.0,103500.0
101570,-15126,0,-354,1,0,0,900000.0,900000.0,0.03226,29034.0,0.5032929070729277,0.7662336700704004,37500.0,3.0,112500.0
101580,-19989,0,-205,0,0,0,202500.0,330804.0,0.0424284470562629,14035.5,0.1793154655583073,0.5082869913916046,58500.0,2.0,117000.0
101602,-12308,0,-846,0,1,0,400500.0,453366.0,0.0641898598483344,29101.5,0.6501333652273584,0.8128226070575616,103500.0,1.0,103500.0
101610,-10838,0,-1343,1,1,0,315000.0,315000.0,0.1054142857142857,33205.5,0.4871247244736477,0.3774042489507649,90000.0,2.0,180000.0
101616,-13674,0,-1223,1,0,0,58500.0,58500.0,0.1186153846153846,6939.0,0.5274617708090951,0.6075573001388961,29250.0,2.0,58500.0
101643,-14718,0,-1763,1,1,0,225000.0,272520.0,0.0794749009247027,21658.5,0.5754066355115252,0.3910549766342248,67500.0,3.0,202500.0
101650,-13504,0,-1310,0,0,0,202500.0,245268.0,0.0795354469396741,19507.5,0.6422694277990404,,63000.0,2.0,126000.0
101678,-17673,0,-3060,1,0,0,675000.0,675000.0,0.0378933333333333,25578.0,0.2629528308516002,0.5954562029091491,85500.0,2.0,171000.0
101682,-9006,0,-115,0,0,1,135000.0,135000.0,0.1186666666666666,16020.0,0.6054743086517351,0.2594676548211199,135000.0,1.0,135000.0
101697,-12883,1,-1674,1,0,0,315000.0,389844.0,0.048100009234463,18751.5,0.5024455663626127,,18000.0,10.0,180000.0
101700,-11642,0,-2054,1,0,1,675000.0,675000.0,0.05444,36747.0,0.3919152942401533,0.1428725230413196,45000.0,3.0,135000.0
101728,-17467,0,-4226,0,0,0,463500.0,543037.5,0.0560762378288792,30451.5,0.5774835438833401,0.4507472818545589,157500.0,1.0,157500.0
101758,-9198,1,-1074,0,1,0,135000.0,163512.0,0.0639035667107001,10449.0,0.5880481690382212,0.511891801533151,72000.0,3.0,216000.0
101759,-12971,0,-1774,1,0,0,382500.0,468333.0,0.0641850990641274,30060.0,0.6418724119778133,0.5602843280409464,52500.0,3.0,157500.0
101762,-17231,0,-2061,1,0,1,900000.0,941580.0,0.1050086025616516,98874.0,0.6871350905026973,0.4525335592581747,337500.0,2.0,675000.0
101764,-16063,0,-2374,1,0,0,225000.0,272520.0,0.0789960369881109,21528.0,0.6121300460815481,0.5298898341969072,78750.0,2.0,157500.0
101819,-17681,1,-452,1,1,1,135000.0,135000.0,0.0858,11583.0,0.6788593728419312,0.4938628816996244,90000.0,2.0,180000.0
101863,-19025,1,-1578,1,1,0,225000.0,225000.0,0.0481,10822.5,0.5189083209607123,0.375711009574066,180000.0,2.0,360000.0
101867,-14883,0,-2292,1,0,0,720000.0,769896.0,0.0803446179743757,61857.0,0.6327085715722629,,72000.0,2.0,144000.0
101870,-14476,0,-4495,0,0,0,670500.0,670500.0,0.0576040268456375,38623.5,0.6949039670491008,0.7476633896301825,67500.0,2.0,135000.0
101873,-16913,1,-910,1,1,0,360000.0,407520.0,0.0793286219081272,32328.0,0.69083223184818,0.1293142889822697,56250.0,2.0,112500.0
101887,-9535,1,-328,1,0,0,945000.0,1094688.0,0.0360390357800578,39451.5,0.6741936035034893,0.2778856891082046,82500.0,3.0,247500.0
101920,-21989,1,-6189,1,1,0,904500.0,958225.5,0.0965628654215526,92529.0,0.6286797412272094,0.5867400085415683,180000.0,2.0,360000.0
101921,-13547,0,-400,1,0,0,1575000.0,1575000.0,0.0413514285714285,65128.5,0.6046173113179778,0.6626377922738201,39375.0,4.0,157500.0
101962,-11237,1,-2196,1,0,1,112500.0,112500.0,0.105,11812.5,0.7051115162192986,0.5424451438613613,67500.0,3.0,202500.0
101971,-15752,1,-2918,1,1,0,454500.0,454500.0,0.0426534653465346,19386.0,0.6116834442283942,,67500.0,2.0,135000.0
101976,-13400,1,-305,0,0,0,360000.0,407520.0,0.0793286219081272,32328.0,0.2513211638505997,,171000.0,1.0,171000.0
102005,-15009,0,-92,1,0,1,1354500.0,1354500.0,0.0348538205980066,47209.5,0.6363445629313793,0.6263042766749393,63000.0,3.0,189000.0
102017,-19443,0,-3395,0,0,1,450000.0,539100.0,0.0426043405676126,22968.0,0.7506269355149643,0.6722428897082422,216000.0,1.0,216000.0
102029,-16965,0,-3162,1,0,0,225000.0,296280.0,0.0794501822600243,23539.5,0.7610536087385463,0.7981372313187245,56250.0,2.0,112500.0
102052,-14412,0,-1846,1,0,0,234000.0,289597.5,0.0485587755419159,14062.5,0.7306523135936152,0.6363761710860439,31500.0,4.0,126000.0
102054,-13717,1,-4243,1,1,1,630000.0,738108.0,0.0613507779349363,45283.5,0.5813896105430165,0.6430255641096323,63000.0,5.0,315000.0
102062,-16160,1,-4716,1,0,0,225000.0,225000.0,0.06448,14508.0,0.6654257112313979,0.4329616670974407,36000.0,2.0,72000.0
102068,-14921,1,-1754,1,1,1,148500.0,195543.0,0.067496663138031,13198.5,0.2698070729589465,0.5726825047161584,45000.0,4.0,180000.0
102070,-13659,0,-996,1,0,1,990000.0,1107612.0,0.0430453082848506,47677.5,0.6168130371083316,0.3539876078507373,123750.0,2.0,247500.0
102099,-9211,1,-926,1,1,0,247500.0,247500.0,0.0795272727272727,19683.0,0.5671267292517002,0.3656165070113335,78750.0,2.0,157500.0
102100,-16513,0,-593,1,1,1,1800000.0,2156400.0,0.0310997495826377,67063.5,0.6732177687416366,0.4974688893052743,127500.0,3.0,382500.0
102112,-11219,0,-636,0,0,0,540000.0,632664.0,0.0729700125184932,46165.5,0.7033031841404925,,180000.0,1.0,180000.0
102113,-10104,0,-313,0,0,1,202500.0,202500.0,0.0516888888888888,10467.0,0.5394779959139062,0.6109913280868294,56250.0,2.0,112500.0
102123,-22825,0,-11015,1,0,0,1350000.0,1350000.0,0.03104,41904.0,0.1479713129493035,0.6956219298394389,74250.0,2.0,148500.0
102126,-11692,1,-2838,1,1,0,400500.0,479799.0,0.0513308698017294,24628.5,0.4576097079231993,0.2650494299443805,45000.0,2.0,90000.0
102146,-11520,1,-376,1,1,1,112500.0,112500.0,0.10616,11943.0,0.5310194291834504,,52500.0,3.0,157500.0
102147,-17529,0,-10292,1,0,0,337500.0,404325.0,0.0513745130773511,20772.0,0.5549239318893553,0.2822484337007223,51750.0,2.0,103500.0
102151,-10575,0,-2428,1,1,0,360000.0,360000.0,0.0514125,18508.5,0.4527236783723602,0.7194907850918436,30000.0,3.0,90000.0
102158,-15616,0,-3218,0,0,1,630000.0,630000.0,0.0512642857142857,32296.5,0.1879289071069704,0.2692857999073816,150750.0,2.0,301500.0
102159,-19111,0,-2439,0,0,0,196366.5,300046.5,0.0341497067954467,10246.5,0.5575634108169126,0.4866531565147181,67500.0,2.0,135000.0
102193,-20351,1,-1486,1,0,0,337500.0,382050.0,0.0727679623085983,27801.0,0.1067763936299226,0.6109913280868294,67500.0,2.0,135000.0
102205,-17231,0,-3166,1,0,0,495000.0,495000.0,0.0513181818181818,25402.5,0.402575306672201,0.3185955240537633,146250.0,2.0,292500.0
102206,-15977,0,-9271,0,0,0,225000.0,225000.0,0.0717,16132.5,0.7522769679006506,0.6041125998015721,37500.0,3.0,112500.0
102218,-17825,0,-909,1,0,0,720000.0,786528.0,0.0558346301720981,43915.5,0.4975089997529201,0.7688075728291359,45000.0,2.0,90000.0
102221,-16002,0,-2736,1,0,0,472500.0,522396.0,0.0560867617669354,29299.5,0.587544827229703,0.4578995512067301,78750.0,2.0,157500.0
102238,-10655,1,-1244,1,1,0,787500.0,823882.5,0.1050058715896987,86512.5,0.2332307674455009,0.6144143775673561,75000.0,3.0,225000.0
102262,-12943,1,-3421,1,0,0,675000.0,675000.0,0.03226,21775.5,0.5846802770460587,0.2636468134452008,51750.0,2.0,103500.0
102294,-13939,0,-273,1,1,1,450000.0,479700.0,0.1079643527204502,51790.5,0.6463687496015791,,28125.0,4.0,112500.0
102296,-14452,0,-2162,1,0,0,900000.0,900000.0,0.064055,57649.5,0.4199131984492126,,67500.0,2.0,135000.0
102298,-11668,0,-338,1,0,0,495000.0,622413.0,0.0544558034616886,33894.0,0.4413886491302077,0.746300213050371,37500.0,3.0,112500.0
102303,-20276,0,-3868,1,0,1,1800000.0,1800000.0,0.0413425,74416.5,0.5830651068144926,,157500.0,2.0,315000.0
102315,-12910,0,-1465,0,1,1,234000.0,234000.0,0.0548076923076923,12825.0,0.3962125456967817,0.3979463219016906,60000.0,3.0,180000.0
102346,-12540,1,-552,1,1,0,567000.0,712944.0,0.0512396485558473,36531.0,0.4497887901551957,0.646329897706246,67500.0,3.0,202500.0
102387,-12198,1,-302,1,1,0,630000.0,630000.0,0.0512642857142857,32296.5,0.7805349512928729,,101250.0,2.0,202500.0
102393,-12104,0,-2502,1,1,0,225000.0,260640.0,0.1029696132596685,26838.0,0.5120977618832915,,37500.0,3.0,112500.0
102403,-15722,1,-1861,1,1,0,90000.0,104256.0,0.1062241022099447,11074.5,0.5510103379190335,0.7352209993926424,67500.0,2.0,135000.0
102413,-15409,1,-2736,0,1,0,252000.0,301896.0,0.0778082518483186,23490.0,0.6446323816299063,0.5549467685334323,78750.0,2.0,157500.0
102414,-14822,1,-5506,1,1,1,1557000.0,1741972.5,0.0311130055152994,54198.0,0.5860496220759194,0.722392890081304,90000.0,2.0,180000.0
102415,-17152,0,-7350,1,1,0,247500.0,247500.0,0.0486363636363636,12037.5,0.6279647878846799,0.4206109640437848,101250.0,2.0,202500.0
102448,-14435,0,-3186,0,1,1,459000.0,531706.5,0.0442885313608165,23548.5,0.4075605097039309,0.3185955240537633,60750.0,2.0,121500.0
102449,-18204,0,-7330,1,0,0,477000.0,577741.5,0.0379244004455279,21910.5,0.3442803484192301,0.5154953751603267,67500.0,2.0,135000.0
102458,-14496,0,-3741,1,0,1,630000.0,630000.0,0.0510571428571428,32166.0,0.6447275556114415,0.0785361445733672,60000.0,3.0,180000.0
102465,-15881,0,-7567,1,1,0,778500.0,922365.0,0.0360589354539688,33259.5,0.6153699999307374,0.5989262182569273,75000.0,3.0,225000.0
102470,-10788,0,-1490,1,0,0,135000.0,163512.0,0.0797831351827388,13045.5,0.1784033546601782,0.4848514754962666,25500.0,3.0,76500.0
102475,-14459,1,-2770,1,1,0,225000.0,248760.0,0.1191931982633864,29650.5,0.7706597318699878,0.4241303111942548,87750.0,2.0,175500.0
102476,-17310,0,-1926,0,0,0,675000.0,848745.0,0.051211494618525,43465.5,0.5340733531234478,0.3825018041447388,101250.0,2.0,202500.0
102506,-10921,1,-509,1,1,0,225000.0,225000.0,0.12442,27994.5,0.1470939965112147,0.6092756673894402,90000.0,3.0,270000.0
102509,-21051,1,-384,1,1,1,1800000.0,2013840.0,0.0311047550947443,62640.0,0.5912281614145831,0.3893387918468769,180000.0,2.0,360000.0
102545,-18007,1,-4522,1,1,0,369000.0,442062.0,0.0513457388330143,22698.0,0.6693285132510364,0.6446794549585961,52500.0,3.0,157500.0
102563,-16172,0,-4289,0,0,0,495000.0,495000.0,0.0510545454545454,25272.0,0.5814907258604329,0.633031641417419,157500.0,1.0,157500.0
